번호,MANAGEMENT_NUMBER,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,SUB_ZIPCODE,SUB_ADDRESS,PHONE_NUMBER,ADDRESS,ZIP_CODE,NAME,데이터갱신일자,LONGITUDE,LATITUDE
6189,426000001019830001,1,영업/정상,0,정상,,강원도 횡성군 횡성읍 읍하리 134-20번지 ,343-2892,강원도 횡성군 횡성읍 문정로 12,25233.0,삼양가축병원,2019-03-08,127.98473952338988,37.49012483499458
6190,426000001019990001,1,영업/정상,0,정상,,강원도 횡성군 횡성읍 읍하리 548-10번지 ,343-8380,강원도 횡성군 횡성읍 읍하로61번길 11,25222.0,예임양계병원,2020-01-19,127.98997302336936,37.494785701731374
6191,426000001020060001,1,영업/정상,0,정상,,강원도 횡성군 횡성읍 읍하리 134-32번지 ,343-5450,강원도 횡성군 횡성읍 문정로 10-1,25233.0,김재문동물병원,2018-08-31,127.98459557991953,37.49018407760329
6192,426000001020020001,1,영업/정상,0,정상,,강원도 횡성군 횡성읍 읍상리 124-3번지 ,342-4488,강원도 횡성군 횡성읍 한우로 347,25231.0,하늘가축병원,2019-04-25,127.9910616646699,37.48594511238701
6193,426000001020020002,1,영업/정상,0,정상,,강원도 횡성군 횡성읍 읍하리 556-5번지 ,343-8484,강원도 횡성군 횡성읍 중앙로 12,,대한동물병원,2018-08-31,127.98463041934646,37.48898941867338
6194,426000001020020003,1,영업/정상,0,정상,,강원도 횡성군 횡성읍 읍하리 112-42번지 ,343-8380,강원도 횡성군 횡성읍 한우로 277-4,25233.0,횡성바엘가축병원,2019-06-23,127.98507923450238,37.48964508911032
6195,426000001020050001,1,영업/정상,0,정상,,강원도 횡성군 횡성읍 교항리 34 ,343-9907,강원도 횡성군 횡성읍 횡성로 337,25235.0,횡성축협동물병원,2020-09-16,127.9814817740488,37.483929383267025
6196,426000001020050002,1,영업/정상,0,정상,,강원도 횡성군 횡성읍 읍상리 659-8번지 ,342-7775,강원도 횡성군 횡성읍 횡성로 390,25230.0,횡성동물병원,2018-08-31,127.98563616031855,37.48752828516243
6197,426000001020160002,1,영업/정상,0,정상,,강원도 횡성군 횡성읍 읍하리 548-11번지 ,345-8575,강원도 횡성군 횡성읍 읍하로59번길 6,25222.0,하나로가축병원,2019-03-08,127.98973472559638,37.494687153118164
6203,427000001020200001,1,영업/정상,0,정상,,강원도 영월군 한반도면 쌍용리 1093-1 ,,강원도 영월군 한반도면 강원남로 134,26214.0,류인광동물병원(출장진료전문병원),2021-08-20,128.30959985442084,37.17985743694698
6206,427000001020060001,1,영업/정상,0,정상,,강원도 영월군 영월읍 영흥리 948-12 ,033-372-2260,강원도 영월군 영월읍 단종로 5,,축협동물병원,2021-04-16,128.46804694377,37.18400296884913
6207,427000001020170001,1,영업/정상,0,정상,,강원도 영월군 영월읍 하송리 184-1 ,033-375-9275,강원도 영월군 영월읍 하송안길 37,26235.0,수호동물병원,2021-08-20,128.46498183504835,37.1815246183788
6209,428000001020190002,1,영업/정상,0,정상,,강원도 평창군 평창읍 하리 274-1번지 태장위너빌 ,,강원도 평창군 평창읍 노성로 24 (태장위너빌),25376.0,동성가축병원,2019-04-27,128.3908718168052,37.368422003320624
6210,428000001020170002,1,영업/정상,0,정상,,강원도 평창군 대화면 신리 1190-10번지 서울대학교그린바이오과학기술연구원 ,,"강원도 평창군 대화면 평창대로 1597-1, 서울대학교그린바이오과학기술연구원",25354.0,서울대학교 대동물병원,2019-03-08,128.43851505549947,37.55642814798899
6211,428000001020190005,1,영업/정상,0,정상,,강원도 평창군 평창읍 하리 274-1번지 태장위너빌 ,,강원도 평창군 평창읍 노성로 24 (태장위너빌),25376.0,동성가축병원,2019-04-27,128.3908718168052,37.368422003320624
6212,428000001020190006,1,영업/정상,0,정상,,강원도 평창군 평창읍 하리 274-1번지 태장위너빌 ,,강원도 평창군 평창읍 노성로 24 (태장위너빌),25376.0,동성가축병원,2019-04-27,128.3908718168052,37.368422003320624
6213,428000001020190007,1,영업/정상,0,정상,,강원도 평창군 평창읍 하리 274-1번지 태장위너빌 ,,강원도 평창군 평창읍 노성로 24 (태장위너빌),25376.0,동성가축병원,2019-04-27,128.3908718168052,37.368422003320624
6214,428000001020190008,1,영업/정상,0,정상,,강원도 평창군 평창읍 하리 274-1번지 태장위너빌 ,,강원도 평창군 평창읍 노성로 24 (태장위너빌),25376.0,동성가축병원,2019-04-27,128.3908718168052,37.368422003320624
6215,428000001020190009,1,영업/정상,0,정상,,강원도 평창군 대관령면 차항리 268번지 한우시험장 ,,"강원도 평창군 대관령면 경강로 4937, 한우시험장",25340.0,국립축산과학원 한우연구소,2019-05-16,128.67683464420213,37.688942815875436
6223,428000001019780001,1,영업/정상,0,정상,,강원도 평창군 평창읍 하리 4번지 ,332-2385,강원도 평창군 평창읍 문화길 66-3,25376.0,동성가축병원,2019-03-08,128.39915084450453,37.37444379307924
6224,428000001020030001,1,영업/정상,0,정상,,강원도 평창군 평창읍 하리 3번지 ,033-334-2312,강원도 평창군 평창읍 노성로 67,25374.0,평창축협동물병원,2019-07-10,128.39944258753474,37.37492495690522
6225,428000001020140001,1,영업/정상,0,정상,,강원도 평창군 대화면 신리 1190-10 서울대학교그린바이오과학기술연구원 ,0333396119,"강원도 평창군 대화면 평창대로 1597-1, 서울대학교그린바이오과학기술연구원",25354.0,서울대학교 대동물병원,2022-01-26,128.43851505549947,37.55642814798899
6226,428000001020160001,1,영업/정상,0,정상,,강원도 평창군 대관령면 차항리 268 한우시험장 ,0333300617,"강원도 평창군 대관령면 경강로 4937, 한우시험장",25340.0,국립축산과학원 한우연구소 동물병원,2019-03-08,128.67683464420213,37.688942815875436
6227,428000001020170001,1,영업/정상,0,정상,,강원도 평창군 대관령면 횡계리 산 1-169 고령지 시험장 ,033-3309500,"강원도 평창군 대관령면 대관령마루길 321-11, 고령지 시험장",25342.0,국립축산과학원 가금연구소 동물병원,2021-02-07,128.73690747902518,37.68612902732718
6228,428000001020190004,1,영업/정상,0,정상,,강원도 평창군 평창읍 하리 274-1번지 태장위너빌 ,,강원도 평창군 평창읍 노성로 24 (태장위너빌),25376.0,동성가축병원,2019-04-27,128.3908718168052,37.368422003320624
6231,429000001020130001,1,영업/정상,0,정상,,강원도 정선군 정선읍 봉양리 220-6번지 ,563-0198,강원도 정선군 정선읍 정선로 1321,26131.0,(주)정선가축병원,2018-08-31,128.66068175270792,37.37941696707637
6232,429000001020100001,1,영업/정상,0,정상,,강원도 정선군 정선읍 봉양리 330-3 ,033-563-1805,강원도 정선군 정선읍 봉양5길 23,,평창영월정선축협 정선지점 동물병원,2020-08-15,128.66265020932707,37.37927706385489
6233,429000001020120001,1,영업/정상,0,정상,,강원도 정선군 정선읍 봉양리 321번지 ,563-6563,강원도 정선군 정선읍 비봉로 46,26130.0,다나동물병원,2018-08-31,128.66308987716482,37.38099173590527
6234,429000001019820001,1,영업/정상,0,정상,,강원도 정선군 정선읍 봉양리 209-10번지 3통1반 ,033-563-0739,강원도 정선군 정선읍 정선로 1330,26131.0,현대가축병원,2018-08-31,128.66166248536587,37.37930760035137
6236,430000001020030004,1,영업/정상,0,정상,,강원도 철원군 갈말읍 군탄리 447-12번지 ,452-5894,강원도 철원군 갈말읍 명성로 279,24034.0,문혜동물병원,2019-03-08,127.30897436043054,38.156269831668176
6243,430000001020050001,1,영업/정상,0,정상,,강원도 철원군 동송읍 이평리 685-32번지 ,,강원도 철원군 동송읍 이평2로 17,24015.0,동주동물병원,2019-03-08,127.22116478693988,38.20680036500065
6244,430000001020200001,1,영업/정상,0,정상,,강원도 철원군 갈말읍 군탄리 928-6 춘천철원축협 ,0334523411,"강원도 철원군 갈말읍 명성로 209, 춘천철원축협",24034.0,춘천철원화천양구축산업협동조합 철원지점 동물병원,2020-11-07,127.30678395987573,38.15050886203111
6245,430000001020000001,1,영업/정상,0,정상,,강원도 철원군 동송읍 이평리 853-38번지 성일동물병원 ,455-8943,"강원도 철원군 동송읍 금학로 240-1, 성일동물병원",24011.0,성일동물병원,2019-03-08,127.21730482325295,38.20992045156031
6246,430000001020150001,1,영업/정상,0,정상,,강원도 철원군 갈말읍 내대리 689-16번지 튼튼동물병원 ,,"강원도 철원군 갈말읍 두루미로 409, 튼튼동물병원",24028.0,튼튼동물병원,2019-02-21,127.29785402528002,38.203583367746916
6248,430000001020110001,1,영업/정상,0,정상,,강원도 철원군 김화읍 청양리 2880번지 철원낙농영농 조합법인 ,458-5806,"강원도 철원군 김화읍 외골길 18-15, 철원낙농영농 조합법인",24055.0,서울우유철원동물병원,2019-03-08,127.40636877441777,38.24622394128009
6250,431000001020070001,1,영업/정상,0,정상,,강원도 화천군 화천읍 하리 101-1번지 춘천축산농협 화천지점 ,033)442-4181,"강원도 화천군 화천읍 상승로 41, 춘천축산농협 화천지점",24121.0,춘천철원축협 화천지점 동물병원,2019-05-02,127.70391255795182,38.10480783678037
6251,431000001019930001,1,영업/정상,0,정상,,강원도 화천군 사내면 사창리 423-14번지 ,441-3213,강원도 화천군 사내면 사내로 17-1,24157.0,김남수동물병원,2019-04-25,127.52279658366969,38.07017387894321
6253,431000001020180001,1,영업/정상,0,정상,,강원도 화천군 화천읍 아리 110-4번지 ,,강원도 화천군 화천읍 가손이길 36,24132.0,아리 동물병원,2019-04-25,127.72611384153792,38.10003380176265
6255,432000001020190001,1,영업/정상,0,정상,,강원도 양구군 양구읍 하리 77-10번지 ,,"강원도 양구군 양구읍 관공서로 53, 1동 1층",24524.0,강원동물병원,2019-05-23,127.98815070286655,38.10926364059471
6256,432000001020170001,1,영업/정상,0,정상,,강원도 양구군 국토정중앙면 가오작리 1092 ,033-481-2618,강원도 양구군 국토정중앙면 춘양로 3592,24552.0,양구동물병원,2021-01-07,128.04765010143296,38.12954342544563
6257,432000001020070001,1,영업/정상,0,정상,,강원도 양구군 양구읍 상리 269-5 ,033-481-8608,강원도 양구군 양구읍 중앙길 33,24533.0,춘천철원축협 양구동물병원,2021-02-05,127.98951486562278,38.105911623929636
6261,433000001020120001,1,영업/정상,0,정상,,강원도 인제군 북면 용대리 450-21 ,463-9120,강원도 인제군 북면 황태길 76-46,,국립공원관리공단 국립공원연구원 북부보전센터,2020-09-06,128.35345528396337,38.20022234959257
6263,433000001019780001,1,영업/정상,0,정상,,강원도 인제군 북면 원통리 704-9번지 ,,강원도 인제군 북면 금강로33번길 29,24619.0,원통가축병원,2020-01-30,128.20391695693056,38.121267067208784
6264,433000001020030001,1,영업/정상,0,정상,,강원도 인제군 인제읍 덕산리 710-1 인제축협 ,461-2801,"강원도 인제군 인제읍 덕산로 64, 인제축협",24627.0,인제축산업협동조합 동물병원,2021-08-04,128.18696373975865,38.08209660663285
6265,433000001020140001,1,영업/정상,0,정상,,강원도 인제군 인제읍 남북리 810-5번지 ,033-461-3960,강원도 인제군 인제읍 비봉로44번길 70 (행복한집 102호),24624.0,인제종합동물병원,2018-08-31,128.1682001724721,38.061936134684515
6267,434000001020030001,1,영업/정상,0,정상,,강원도 고성군 간성읍 신안리 360-11번지 나탈리아아트컬렉션 ,,"강원도 고성군 간성읍 간성북로7번길 18, 나탈리아아트컬렉션",24734.0,고성동물병원,2019-12-22,128.47019386466187,38.38070253421857
6268,434000001020200002,1,영업/정상,0,정상,,강원도 고성군 간성읍 신안리 111 삼익아파트 101동 606호,,"강원도 고성군 간성읍 남천마루2길 6, 101동 6층 606호 (삼익아파트)",24732.0,현대동물병원(출장진료전문병원),2021-06-26,128.47907342086785,38.37932285382809
6269,434000001020200001,1,영업/정상,0,정상,,강원도 고성군 죽왕면 삼포리 232 통일비치펜션 ,,"강원도 고성군 죽왕면 삼포민박촌길 3, 통일비치펜션 1층",24750.0,수성동물병원(일반동물병원),2022-01-27,128.53081552964565,38.31544930975022
6276,435000001020080001,1,영업/정상,0,정상,,강원도 양양군 양양읍 남문리 167-4번지 ,673-3185,강원도 양양군 양양읍 남문로 19,25029.0,대명동물병원,2019-03-08,128.62018524834926,38.07362880937061
6277,435000001020150001,1,영업/정상,0,정상,,강원도 양양군 양양읍 연창리 203-15번지 ,033-673-8275,"강원도 양양군 양양읍 관아길 20, 102호",25021.0,금강동물병원,2019-03-10,128.6270267351972,38.07760682609311
6279,439000001020180003,1,영업/정상,0,정상,,충청북도 충주시 용산동 1953번지 ,043-847-7582,충청북도 충주시 형설로 54-11 (용산동),27403.0,용산동물병원,2019-04-17,127.94161663536114,36.95904674772504
6281,439000001019950001,1,영업/정상,0,정상,,충청북도 충주시 금릉동 60-6 ,,충청북도 충주시 연수로 6-5 (금릉동),27347.0,박동물병원,2021-07-08,127.92946435192331,36.99115694248123
6282,439000001019980001,1,영업/정상,0,정상,,충청북도 충주시 교현동 766-28 ,043-850-7576,충청북도 충주시 예성로 256 (교현동),27374.0,충주축협동물병원,2021-04-07,127.93548982751199,36.97912137104294
6283,439000001020000001,1,영업/정상,0,정상,,충청북도 충주시 지현동 387 9통3반 ,,"충청북도 충주시 지현천변1길 57 (지현동, 정종합동물병원)",27412.0,정종합동물병원,2021-07-25,127.9309945403893,36.96906104254404
6284,439000001020020001,1,영업/정상,0,정상,,충청북도 충주시 연수동 539-1번지 34통3반 ,043-851-3040,충청북도 충주시 번영대로 144 (연수동),27348.0,현대동물병원,2019-04-17,127.9333189358922,36.98691510880832
6285,439000001020040001,1,영업/정상,0,정상,,충청북도 충주시 연수동 397번지 ,,충청북도 충주시 계명대로 155 (연수동),27349.0,가인동물병원,2018-08-31,127.93185722418089,36.982558014959665
6286,439000001020050001,1,영업/정상,0,정상,,충청북도 충주시 교현동 538-1 11통1반 ,043-843-0075,충청북도 충주시 국원대로 108 (교현동),27370.0,보드미동물병원,2021-12-08,127.92861352436593,36.981149082959305
6287,439000001020180001,1,영업/정상,0,정상,,충청북도 충주시 주덕읍 신양리 245-8번지 ,,충청북도 충주시 주덕읍 신덕로 1364-1,27462.0,큰동물병원(출장진료전문병원),2019-04-17,127.79594557392728,36.974522515580304
6288,439000001020180002,1,영업/정상,0,정상,,충청북도 충주시 칠금동 834번지 하나빌딩 ,043-911-8275,"충청북도 충주시 계명대로 15, 하나빌딩 (칠금동)",27359.0,애플동물병원,2019-04-17,127.91621712262253,36.98276811133375
6289,439000001020070001,1,영업/정상,0,정상,,충청북도 충주시 교현동 1326번지 ,043-857-0075,충청북도 충주시 금릉로 78 (교현동),27357.0,열린동물병원,2018-08-31,127.92451867743854,36.9845273918701
6290,439000001020150001,1,영업/정상,0,정상,,충청북도 충주시 교현동 1134 ,043-852-8875,"충청북도 충주시 국원대로 131, 1층 (교현동)",27357.0,중앙동물의료센터,2021-07-22,127.92803953831212,36.98325705027153
6291,439000001020170001,1,영업/정상,0,정상,,충청북도 충주시 대소원면 만정리 43-17번지 ,,"충청북도 충주시 대소원면 용관길 16, 1층",27471.0,문동물병원(출장진료전문병원),2018-08-31,127.87210879867689,36.961653373395656
6292,439000001020190001,1,영업/정상,0,정상,,충청북도 충주시 교현동 346-20번지 ,,충청북도 충주시 천변로 249 (교현동),27384.0,중원동물병원,2019-04-20,127.93524024414089,36.973470874256705
6293,439000001020190003,1,영업/정상,0,정상,,충청북도 충주시 금릉동 60-6번지 ,043-842-4579,충청북도 충주시 연수로 6-5 (금릉동),27347.0,박동물병원,2019-04-27,127.92946435192331,36.99115694248123
6303,439000001019940001,1,영업/정상,0,정상,,충청북도 충주시 문화동 919번지 ,043-844-6766,충청북도 충주시 중앙로 34 (문화동),27407.0,충주동물병원,2019-04-17,127.9270829097438,36.97276095463574
6305,440000001020170001,1,영업/정상,0,정상,,충청북도 제천시 장락동 635-27 ,043-652-7582,"충청북도 제천시 죽하로 5, 1층 (장락동)",27148.0,제천 그레이스 동물병원,2020-09-04,128.22248035944065,37.15229956019964
6315,440000001020180002,1,영업/정상,0,정상,,충청북도 제천시 영천동 424 ,043-653-7588,"충청북도 제천시 의림대로 41, 1층 (영천동)",27185.0,하이응급동물메디칼센터,2020-09-04,128.20702422982507,37.131976032832654
6316,440000001020200001,1,영업/정상,0,정상,,충청북도 제천시 중앙로1가 116-1 ,,"충청북도 제천시 용두천로 73-13, 2층 (중앙로1가)",27172.0,금강동물병원,2022-01-05,128.21003431667967,37.135598644623876
6317,440000001020200002,1,영업/정상,0,정상,,충청북도 제천시 청전동 13-8 ,043-648-0750,"충청북도 제천시 의림대로 285, 2층 (청전동)",27154.0,나라동물병원,2020-09-04,128.21345011357278,37.152520809141436
6318,440000001020180001,1,영업/정상,0,정상,,충청북도 제천시 하소동 150-19 ,,"충청북도 제천시 용두대로11길 22-4, 1층 101호 (하소동)",27160.0,바로동물병원,2020-07-23,128.19759124539166,37.13717735980978
6319,440000001020190002,1,영업/정상,0,정상,,충청북도 제천시 중앙로2가 69-9 ,043-652-0075,충청북도 제천시 의림대로 182-1 (중앙로2가),27166.0,제천종합동물병원,2021-08-01,128.21369711019045,37.14357507651412
6320,440000001019900001,1,영업/정상,0,정상,,충청북도 제천시 중앙로2가 27-10번지 9통3반 ,043-647-6100,충청북도 제천시 의림대로15길 24 (중앙로2가),27169.0,진주동물병원,2018-08-31,128.2099222724306,37.139620383305676
6321,440000001020070001,1,영업/정상,0,정상,,충청북도 제천시 명동 11-9번지 ,043-643-3037,충청북도 제천시 의병대로 55-3 (명동),27169.0,한일동물병원,2018-08-31,128.2070605428386,37.13736570172717
6322,440000001020160001,1,영업/정상,0,정상,,충청북도 제천시 하소동 165-59번지 ,645-8272,충청북도 제천시 원뜰로 34 (하소동),27187.0,명진동물병원,2018-08-31,128.19502552001504,37.133240193675356
6324,442000001019760001,1,영업/정상,0,정상,,충청북도 보은군 보은읍 삼산리 40-4번지 ,544-2342,충청북도 보은군 보은읍 보은로 90-1,28950.0,서울동물병원,2018-08-31,127.71875906545688,36.482342030146036
6325,442000001019910001,1,영업/정상,0,정상,,충청북도 보은군 보은읍 삼산리 156-14번지 ,,충청북도 보은군 보은읍 보은로 121-1,28947.0,최상오동물병원,2018-08-31,127.71771182346632,36.48501987857444
6326,442000001019950001,1,영업/정상,0,정상,,충청북도 보은군 보은읍 삼산리 135번지 31통남양리츠빌아파트 101동 1106호,544-2474,충청북도 보은군 보은읍 삼산남로 34,28949.0,한국동물병원,2018-08-31,127.71900607599807,36.48266969056059
6327,442000001019990001,1,영업/정상,0,정상,,충청북도 보은군 마로면 관기리 388번지 21통3반 ,542-7595,충청북도 보은군 마로면 관기송현로 106,28963.0,중앙동물병원,2018-08-31,127.82048010609878,36.43515417036945
6328,442000001020010001,1,영업/정상,0,정상,,충청북도 보은군 보은읍 이평리 134-12번지 상가 ,543-5237,"충청북도 보은군 보은읍 뱃들3길 6, 상가",28937.0,송진우동물병원,2019-03-02,127.72555259495765,36.4876337153563
6329,442000001020080001,1,영업/정상,0,정상,,충청북도 보은군 마로면 관기리 388-4번지 ,043-544-8514,충청북도 보은군 마로면 관기송현로 95-1,28963.0,E 동물의료원,2018-08-31,127.81953306599964,36.43542715296717
6330,442000001020110001,1,영업/정상,0,정상,,충청북도 보은군 보은읍 이평리 166-1번지 ,043-542-2201,충청북도 보은군 보은읍 뱃들로 57,28940.0,보은옥천영동축협 동물병원,2018-08-31,127.72415194336547,36.48550246472743
6331,442000001020210001,1,영업/정상,0,정상,,충청북도 보은군 보은읍 이평리 173 상가 ,043-543-5575,"충청북도 보은군 보은읍 뱃들로 47, 상가",28937.0,더 가까운 동물병원,2021-07-29,127.72474365432437,36.48668300344103
6335,443000001019780001,1,영업/정상,0,정상,,충청북도 옥천군 청산면 지전리 27-25번지 ,732-8173,충청북도 옥천군 청산면 지전1길 10-1,29013.0,청산동물병원,2018-08-31,127.7929105344101,36.34474793039565
6336,443000001019930001,1,영업/정상,0,정상,,충청북도 옥천군 옥천읍 삼양리 산 194-4 ,731-3935,충청북도 옥천군 옥천읍 삼양로 41-1,29032.0,아름동물병원,2020-09-27,127.56649076463643,36.30673111758721
6337,443000001019980001,1,영업/정상,0,정상,,충청북도 옥천군 옥천읍 금구리 171-21번지 ,733-1548,충청북도 옥천군 옥천읍 금장로 23,29038.0,참좋은동물병원,2019-01-18,127.56709106647426,36.302211159155256
6338,443000001020120001,1,영업/정상,0,정상,,충청북도 옥천군 옥천읍 장야리 248-1번지 ,070-7796-3478,충청북도 옥천군 옥천읍 문장로 81-8,29040.0,고려동물병원,2019-01-18,127.57673687323988,36.29816520822897
6339,443000001020140001,1,영업/정상,0,정상,,충청북도 옥천군 옥천읍 삼양리 222-201 ,043-732-8844,충청북도 옥천군 옥천읍 삼금로 53,29038.0,옥천동물병원,2020-09-27,127.56873669412607,36.30306948514642
6341,443000001020180001,1,영업/정상,0,정상,,충청북도 옥천군 옥천읍 금구리 45-2 ,,충청북도 옥천군 옥천읍 신기5길 9,29047.0,현대동물병원,2020-09-11,127.57195717579611,36.298672838901
6347,444000001020090001,1,영업/정상,0,정상,,충청북도 영동군 영동읍 계산리 671-6번지 신화빌딩 1층 ,744-8275,충청북도 영동군 영동읍 계산로 27 (신화빌딩 1층),29144.0,백동물병원,2018-08-31,127.78029790603786,36.17408583035217
6348,444000001019920001,1,영업/정상,0,정상,,충청북도 영동군 영동읍 계산리 662-6번지 최종주동물병원 ,043-744-4209,"충청북도 영동군 영동읍 계산로 54, 최종주동물병원",29144.0,최종주동물병원,2019-01-18,127.78233506909683,36.17262294150393
6349,444000001019910001,1,영업/정상,0,정상,,충청북도 영동군 영동읍 계산리 691-28번지 동물병원 ,,"충청북도 영동군 영동읍 영동천2길 3-1, 동물병원",29145.0,영동합동동물병원,2019-03-09,127.7753951931745,36.17369130039932
6350,445000001020130003,1,영업/정상,0,정상,,충청북도 진천군 진천읍 읍내리 471-76번지 ,,충청북도 진천군 진천읍 중앙동로 127-1,27849.0,그린벨 이콰인 동물병원,2018-08-31,127.44491336508885,36.86105717872637
6352,445000001019960001,1,영업/정상,0,정상,,충청북도 진천군 진천읍 벽암리 133번지 진천동물병원 ,,"충청북도 진천군 진천읍 문화6안길 14-1, 진천동물병원",27830.0,진천동물병원,2019-09-05,127.43619886294755,36.8621575316683
6353,445000001020030001,1,영업/정상,0,정상,,충청북도 진천군 진천읍 읍내리 30-1번지 원주민부동산 ,,"충청북도 진천군 진천읍 원덕로 342, 원주민부동산",27835.0,오수의과동물병원,2019-04-17,127.4496605985257,36.856648230152196
6354,445000001020130001,1,영업/정상,0,정상,,충청북도 진천군 진천읍 원덕리 396-2 ,043)533-8109,충청북도 진천군 진천읍 중앙서로 53 (진천축산농협),27833.0,진천축산업협동조합동물병원,2021-06-09,127.44216166873836,36.854924329657635
6361,445000001020210001,1,영업/정상,0,정상,,충청북도 진천군 진천읍 신정리 497-8 ,,"충청북도 진천군 진천읍 문화로 655, 1층 5호",27837.0,애플벳 동물병원,2021-12-12,127.45086814368882,36.84950118843618
6362,445000001020200001,1,영업/정상,0,정상,,충청북도 진천군 광혜원면 광혜원리 529-13 1층 ,043-533-8868,"충청북도 진천군 광혜원면 화랑2길 12-4, 1층",27802.0,CM 동물병원,2020-10-30,127.43743353554379,36.99352083924799
6363,445000001020170001,1,영업/정상,0,정상,,충청북도 진천군 진천읍 교성리 45-6번지 ,533-0935,충청북도 진천군 진천읍 중앙동로 33,27839.0,다솜동물병원,2018-08-31,127.44395055340098,36.852919869620514
6364,446000001020160002,1,영업/정상,0,정상,,충청북도 괴산군 괴산읍 서부리 712-6번지 ,,충청북도 괴산군 괴산읍 임꺽정로 159,28027.0,수암동물병원,2018-10-09,127.77936993945585,36.81623807236075
6365,446000001020160001,1,영업/정상,0,정상,,,,충청북도 괴산군 사리면 문화2길 1,28046.0,김동물병원,2021-12-10,127.64873167494369,36.815975622568985
6370,446000001020200001,1,영업/정상,0,정상,,충청북도 괴산군 괴산읍 동부리 811번지 괴산신성미소지움아파트 상가 1층 1호,,"충청북도 괴산군 괴산읍 남산1길 41-1, 괴산신성미소지움아파트 상가 1층 1호",28038.0,우원동물병원,2020-04-12,127.79392528938172,36.804129539224554
6373,446000001020210002,1,영업/정상,0,정상,,충청북도 괴산군 청천면 청천리 65-3 ,0438337588,충청북도 괴산군 청천면 청천3길 7,28063.0,마루동물병원,2021-11-11,127.737257771731,36.659469355118866
6374,446000001020210001,1,영업/정상,0,정상,,충청북도 괴산군 청안면 읍내리 537-3 ,,충청북도 괴산군 청안면 청안읍내로 41,28050.0,희성동물병원,2021-09-12,127.63809263248685,36.77350395724517
6376,446000001020100001,1,영업/정상,0,정상,,충청북도 괴산군 괴산읍 동부리 ,043-833-8869,충청북도 괴산군 괴산읍 읍내로2길 39 (괴산증평축협),28035.0,괴산증평축협동물병원,2021-10-24,127.79206554100357,36.80801849268863
6379,447000001020200002,1,영업/정상,0,정상,,충청북도 음성군 금왕읍 무극리 363-2 101호,,"충청북도 음성군 금왕읍 무극로309번길 52-3, 101호",27628.0,수아인동물병원,2021-12-04,127.59686287152479,36.99736921406398
6380,447000001020200001,1,영업/정상,0,정상,,충청북도 음성군 맹동면 두성리 1343번지 ,,"충청북도 음성군 맹동면 용두3길 5, 105호",27738.0,우성동물병원,2020-05-20,127.54825035951362,36.908950621069216
6381,447000001020220001,1,영업/정상,0,정상,,충청북도 음성군 대소면 성본리 380-35 대왕하이텍공구타운B단지 가동 108호,,"충청북도 음성군 대소면 대금로 820, 대왕하이텍공구타운B단지 가동 108호",27663.0,누리동물병원,2022-02-26,127.52587185171328,36.97704602229396
6382,447000001020190002,1,영업/정상,0,정상,,충청북도 음성군 금왕읍 무극리 356-12번지 ,043-882-8975,충청북도 음성군 금왕읍 음성로 1203,27628.0,테오종합동물병원,2019-06-09,127.59823940498966,36.99623259329969
6383,447000001019840001,1,영업/정상,0,정상,,충청북도 음성군 삼성면 덕정리 525-19번지 ,,충청북도 음성군 삼성면 대성로 613,27652.0,삼성가축병원,2019-04-17,127.49831153977618,37.01839779513247
6384,447000001019870001,1,영업/정상,0,정상,,충청북도 음성군 음성읍 읍내리 549-12 6통3반 ,043-872-2262,충청북도 음성군 음성읍 중앙로 142,27695.0,음성동물병원,2020-09-23,127.68998878321227,36.93657316715259
6385,447000001019900001,1,영업/정상,0,정상,,충청북도 음성군 금왕읍 금석리 275-10번지 ,,충청북도 음성군 금왕읍 대금로 1498,,금왕동물병원,2018-08-31,127.59846391879407,36.989201490181934
6386,447000001019990001,1,영업/정상,0,정상,,충청북도 음성군 음성읍 읍내리 398-7번지 ,872-7747,충청북도 음성군 음성읍 중앙로40번길 24,27706.0,남영가축병원 (출장진료전문병원),2018-08-31,127.69206688876514,36.9275447600259
6388,447000001020070002,1,영업/정상,0,정상,,충청북도 음성군 대소면 대풍리 524-2번지 ,043-535-6426,충청북도 음성군 대소면 대금로54번길 8,27671.0,반석가금진료연구소,2018-08-31,127.45188120760577,36.98554899082311
6389,447000001020160002,1,영업/정상,0,정상,,,,"충청북도 음성군 대소면 대금로 822, A단지 나동 104호 (대왕하이텍공구타운A단지)",27663.0,전동물병원 (출장진료전문병원),2018-08-31,127.52755674285935,36.980242397382575
6390,447000001020160004,1,영업/정상,0,정상,,충청북도 음성군 대소면 태생리 519번지 ,0438837511,충청북도 음성군 대소면 대금로 502,27666.0,대소동물병원,2018-08-31,127.4936126941815,36.96679912001969
6391,447000001020180001,1,영업/정상,0,정상,,충청북도 음성군 맹동면 동성리 501 ,043-882-7975,"충청북도 음성군 맹동면 대하1길 4, 위너스타워 2층 205, 206호",27738.0,그린벨동물의료센터,2020-10-14,127.54106919404506,36.90780301738722
6392,447000001020110001,1,영업/정상,0,정상,,충청북도 음성군 음성읍 읍내리 314-9 ,873-9303,충청북도 음성군 음성읍 시장로 99,,음성축산업협동조합 동물병원,2021-12-09,127.69208509769493,36.936298488577854
